payment_pk,customer_id,merchant_txid,amount,status,created_at,token,last4,card_type
46,237,TX-00000046,89.54,declined,2024-12-20,653109e5a8d16d0c1276786a,8777,mastercard
47,94,TX-00000047,280.76,success,2023-06-20,523e9d701d3666acde815525,2758,visa
48,47,TX-00000048,334.72,failed,2023-05-19,d8cc2e46eabb7bc2d1e0e995,4510,visa
49,132,TX-00000049,94.88,success,2025-04-09,cb8cebff9c0c08b9cb4506f0,6149,mastercard
50,32,TX-00000050,189.03,declined,2021-10-06,472d391e1d06f92a5c04269d,9123,mastercard
51,196,TX-00000051,147.69,failed,2024-02-16,a63c41b14dd8e64e3435cba7,1665,mastercard
52,22,TX-00000052,134.61,success,2023-02-28,e3891ec720187cbdbeb32a70,5646,visa
53,117,TX-00000053,242.15,failed,2024-11-08,dcb7c7fd05acd974fa0f3189,8273,mastercard
54,58,TX-00000054,223.8,failed,2023-05-27,e2c35839e17b135a20ba011c,4093,mastercard
55,220,TX-00000055,32.5,failed,2024-10-22,f6cf8af80ca7236de98496b3,7020,visa
56,46,TX-00000056,10.05,declined,2023-10-04,751669e6c3cbaa1acaada349,2723,mastercard
57,102,TX-00000057,178.03,declined,2024-10-17,9c10f5e6787c3002646bb9c3,2392,visa
58,31,TX-00000058,61.63,failed,2024-11-24,71e5d3cd04362ed1018566cb,2666,visa
59,190,TX-00000059,370.49,success,2021-05-13,a3eb2f9f9e56eddb4fdea255,6959,mastercard
60,250,TX-00000060,83.64,success,2024-05-03,d3165f808e60e5055a33aed9,7623,mastercard
61,32,TX-00000061,96.98,failed,2025-01-25,59dbf502000c1837c2ab7640,9177,mastercard
62,72,TX-00000062,307.1,declined,2024-04-30,474225ce7eb077f499dfd726,5472,visa
63,194,TX-00000063,316.85,declined,2023-03-31,55ebd6a8f4f90caba9a5af65,6834,visa
64,122,TX-00000064,268.34,failed,2023-09-20,cd5af27194ac73a50eddbe38,9379,mastercard
65,72,TX-00000065,63.21,failed,2021-08-10,b37806da42e46659e618cc64,3001,mastercard
66,65,TX-00000066,198.29,success,2024-07-10,9987f6449d996e7d7952b169,3205,mastercard
67,8,TX-00000067,44.34,success,2021-05-20,7fbc80062e69f1c2643d029c,9161,mastercard
68,174,TX-00000068,15.57,success,2023-02-23,6c84859ccd15e1591afac179,6356,visa
69,40,TX-00000069,124.59,declined,2021-07-17,da865db28318bc5675732847,2253,mastercard
70,170,TX-00000070,301.89,failed,2023-08-13,e27e0fdb3706bb4e5a5ae4a9,4308,visa
71,76,TX-00000071,266.53,failed,2023-10-31,3034c386b5b3f2d38f535a7a,5287,mastercard
72,139,TX-00000072,140.73,declined,2024-01-25,ad005b4ff9afcd206eed9e74,1289,mastercard
73,244,TX-00000073,306.77,failed,2021-09-01,5d71e5815bb57dedeb7b6090,7285,mastercard
74,116,TX-00000074,129.25,failed,2023-06-26,a62f8ed06b5a33db15e72c7c,8531,mastercard
75,10,TX-00000075,17.98,declined,2024-09-12,6f98098138503b20fae30f10,5965,mastercard
76,227,TX-00000076,283.89,failed,2023-06-02,3dd6e2abfcde00bd7ec6c628,3203,mastercard
77,80,TX-00000077,287.71,failed,2025-04-14,2185024099cc6bce1f9b480d,2792,visa
78,146,TX-00000078,271.63,declined,2024-02-09,e6e2c7194adc0d240ba44c89,9837,mastercard
79,147,TX-00000079,190.58,declined,2021-11-17,de2a7c4b2e0c145b8597ddc9,9301,mastercard
80,15,TX-00000080,159.6,failed,2024-04-25,95c2cf433837d4542f11b90f,7189,mastercard
81,158,TX-00000081,272.21,failed,2022-10-19,5d10d765b9a9fcb46f42de17,2006,visa
82,8,TX-00000082,238.23,success,2023-01-21,13d34f1c79343fe927b39e5c,6715,mastercard
83,208,TX-00000083,298.11,success,2025-04-17,2be0ab83eaa05a4cb7d266e6,6591,mastercard
84,98,TX-00000084,43.45,failed,2023-01-02,94e19240eea05d060f06e60d,7749,mastercard
85,90,TX-00000085,27.3,success,2022-05-23,69c6435f751311bb5e08aa6d,4844,visa
86,166,TX-00000086,128.28,success,2024-11-10,eac0cb2bbe59a8d2786168db,2073,mastercard
87,223,TX-00000087,125.44,failed,2021-12-14,6069eb9e8532b9b258d3b7ce,1322,visa
88,138,TX-00000088,133.82,failed,2024-09-09,bc6156334dc4066855d66c7d,7921,mastercard
89,146,TX-00000089,208.33,failed,2022-07-01,4293180f64b6d27fa402dab5,1334,visa
90,179,TX-00000090,190.53,success,2022-10-11,9d43e1d31fa4ed77ae76f9f2,7188,visa
91,147,TX-00000091,159.17,declined,2021-07-20,dbd6a0da828ca0b9da205030,9001,mastercard
92,26,TX-00000092,277.89,success,2022-11-20,cc909840f36b31bc976fcc05,9138,visa
93,129,TX-00000093,325.53,declined,2022-11-27,7f4a48d84f6f3032ba653a79,3730,visa
94,158,TX-00000094,123.31,failed,2022-02-18,02acf9e994a99d1e9c411fa1,9142,visa
95,163,TX-00000095,339.7,success,2024-01-03,935218658cb3aa5b90689982,4507,mastercard
96,74,TX-00000096,109.74,failed,2024-03-20,e8ab2bdb1a8eec31870e3f93,7586,visa
97,206,TX-00000097,94.22,declined,2021-07-08,297b6b5c74e5c57fe6395bff,2552,visa
98,152,TX-00000098,138.05,success,2024-03-06,aefc92f51547a8396e48b730,9700,visa
99,122,TX-00000099,173.71,failed,2021-06-07,dc2ac1d62fb2d10ba5ef1d07,5945,mastercard
100,130,TX-00000100,322.63,failed,2024-09-20,0f99b0d4b94ae231dd2acb2e,9846,visa
101,81,TX-00000101,84.03,failed,2022-05-30,0d0b21181fcf5a1375cd98b7,9443,mastercard
102,117,TX-00000102,270.27,declined,2022-01-05,f2a5e60312eb1e2bdb6b0dd5,1304,visa
103,161,TX-00000103,282.82,success,2024-03-27,3754c69845b394b422e03790,9178,visa
104,55,TX-00000104,266.02,declined,2023-08-16,0f2e053514e4bd6f247d103b,5389,mastercard
105,240,TX-00000105,256.98,declined,2025-04-25,7345f3acf6b596cb1627dda5,8106,visa
106,240,TX-00000106,228.62,declined,2021-05-03,c8176d3bcbc9446de1c05202,9556,visa
107,52,TX-00000107,148.89,success,2022-05-08,575c9316a54f540f893371bd,3465,mastercard
108,192,TX-00000108,275.7,failed,2023-06-11,d39e33d6398ffe9faaa008c8,7721,mastercard
109,82,TX-00000109,344.77,success,2024-07-22,50cd62829b46be4532f0201f,4335,mastercard
110,217,TX-00000110,167.91,failed,2024-08-16,67e0bd51bc48b7daf041f6d4,3631,mastercard
111,66,TX-00000111,276.31,success,2023-04-12,cec4d93a25d3ca9c917e4b12,4907,mastercard
112,30,TX-00000112,64.24,success,2022-05-18,61da1a563a4e49cb0bacdebe,6087,mastercard
113,119,TX-00000113,196.73,failed,2023-05-15,ef6ad6c05b614b5d9727ce09,1606,visa
114,52,TX-00000114,67.95,success,2021-03-01,6672332833d970f084b0fa15,5233,mastercard
115,203,TX-00000115,322.4,declined,2024-02-02,c29947b4c88e7714ad0da8e2,3883,mastercard
116,165,TX-00000116,341.75,declined,2023-09-23,a626317857936c8c1a76d60e,1326,visa
117,15,TX-00000117,344.54,success,2022-10-05,7e35d9b3e5086f3b8c84d44c,5882,visa
118,222,TX-00000118,30.11,failed,2023-01-15,96653d044a7923dad8acdeca,2479,mastercard
119,102,TX-00000119,377.55,declined,2021-10-15,2590620853f12e230a700d92,4867,mastercard
120,29,TX-00000120,230.53,declined,2021-09-05,d2c9518e42734293bd70c7ce,9551,mastercard
121,171,TX-00000121,332.45,declined,2022-05-31,8e35f96945c07f09738c362e,9133,mastercard
122,227,TX-00000122,40.65,declined,2021-09-08,8535b566fb8f16482bb2d7e9,6134,visa
123,85,TX-00000123,333.77,declined,2023-03-10,8075ba449b2fb022f9116dbb,4865,mastercard
124,240,TX-00000124,172.03,success,2021-08-07,7fc784b203a770ba88e4249d,3869,mastercard
125,55,TX-00000125,388.12,failed,2023-04-17,e5e8054dbb7654806d132c2d,5166,visa
126,221,TX-00000126,237.84,failed,2023-12-29,9615e70a41174e0e5a8083e9,7139,mastercard
127,180,TX-00000127,379.74,failed,2024-01-23,2ea9819541b0ea0cd4da55d4,7943,mastercard
128,122,TX-00000128,274.68,failed,2021-10-24,063cb16266d53878f5e5ed7b,6947,mastercard
129,122,TX-00000129,287.69,failed,2021-02-13,f85cae0a3f5887a557e804e2,1570,visa
130,216,TX-00000130,297.08,success,2024-11-15,54458aa3668fa6800686964c,4926,visa
131,65,TX-00000131,223.33,failed,2024-08-01,d7add578a04dfc802433094e,6945,mastercard
132,232,TX-00000132,325.84,success,2024-01-01,3629c9ccc2d15e13f7bdc7c2,4872,visa
133,220,TX-00000133,179.75,success,2023-03-16,6f868a8459bb3458d06a737c,5186,visa
134,78,TX-00000134,40.65,success,2022-09-02,cd2c64ef1db081d4e507a30f,4446,visa
135,221,TX-00000135,356.65,failed,2024-07-17,d8b1c401150db925f3171a88,6196,visa
136,226,TX-00000136,325.84,declined,2023-04-13,3f5e983fa1fa51db71859fbd,1555,mastercard
137,71,TX-00000137,347.25,failed,2023-08-23,0f56cec0ef9babbaf7373396,7765,mastercard
138,238,TX-00000138,337.26,declined,2023-05-16,f166e5a69671335c099aa8b6,2644,visa
139,212,TX-00000139,68.34,failed,2023-11-03,36785593f41f804675a25c18,2087,mastercard
140,91,TX-00000140,171.24,declined,2024-01-27,b6bad7a4b1d477d5a2936676,6353,mastercard
141,117,TX-00000141,279.61,success,2024-08-06,6d6fe2301e2e504fba8dd2f2,4010,visa
142,162,TX-00000142,180.14,declined,2021-10-06,533609e0fdb2f33e2523ddc3,1050,visa
143,103,TX-00000143,84.03,failed,2022-10-05,3f82c6542022c94ca06b0a2b,2347,mastercard
144,29,TX-00000144,67.34,declined,2025-01-01,10421faf0922137d912e6b7b,3131,mastercard
145,217,TX-00000145,239.64,failed,2022-10-17,3e82e35d2a5e5fb399bdab79,8397,mastercard
146,123,TX-00000146,350.03,success,2022-06-18,91873c8f849fc20ce2ff1341,3842,visa
147,176,TX-00000147,239.24,failed,2022-08-01,2b870ee0a4df1afe55d642ec,4254,visa
148,22,TX-00000148,168.73,success,2023-03-17,b138611a0de7ba7dbeef49ba,7182,visa
149,242,TX-00000149,334.7,declined,2022-04-05,3cedb15eadf85646e5029609,1339,mastercard
150,243,TX-00000150,14.07,declined,2024-08-18,08d421d97ae0e3a1cfb7fc33,4747,mastercard
151,233,TX-00000151,40.15,failed,2022-02-11,18220a9c95627737b92c5baf,5289,mastercard
152,180,TX-00000152,341.47,success,2023-04-02,0cb7fbcc35cc3780f3595655,8027,mastercard
153,154,TX-00000153,107.76,success,2023-01-24,9d3bb98320ac4c28c45c0a6d,3787,mastercard
154,243,TX-00000154,229.06,success,2025-01-11,b5a4731286d1a328ca63c808,9615,mastercard
155,112,TX-00000155,310.48,failed,2024-10-11,9f6ee5b34043eb10c226292b,9096,visa
156,31,TX-00000156,93.67,success,2022-01-26,abccbd9a461077942fe2fb51,5361,mastercard
157,74,TX-00000157,299.84,failed,2021-09-24,f9b1150674c74ec0a109a037,8066,visa
158,220,TX-00000158,86.61,success,2022-08-03,5786ba567dac034314982f82,4102,visa
159,108,TX-00000159,76.25,success,2021-02-28,6d411830be87db22a0185c7d,5754,visa
160,250,TX-00000160,108.41,declined,2023-07-13,9438dd34ade8678d2cbc76bf,5068,visa
161,95,TX-00000161,235.25,declined,2023-07-28,4f9f12a738e14cd3331dc698,2404,visa
162,3,TX-00000162,190.21,failed,2024-11-20,e64bef276ab75b242d50835f,7513,mastercard
163,176,TX-00000163,88.83,failed,2024-12-21,2334949f931a2638ae54c132,7935,mastercard
164,189,TX-00000164,240.89,success,2021-07-15,e0125c92711949aed7288a94,1962,visa
165,14,TX-00000165,136.48,success,2023-08-23,2f4a3d5cd98f2c4cc785be02,6804,visa
166,156,TX-00000166,376.03,declined,2024-12-24,b05d14400b0ea6e9af3603ed,1745,mastercard
167,2,TX-00000167,105.19,declined,2023-02-20,aae6bcee52743d89117e98d3,5956,visa
168,102,TX-00000168,270.15,success,2024-02-20,9170fff94fa296d65a73e86c,1673,mastercard
169,149,TX-00000169,75.85,success,2023-10-29,02c4595f0c1391329be96bcf,9074,visa
170,239,TX-00000170,138.97,failed,2021-09-28,2596fe8a396ccb1c70a348dc,2468,visa
171,82,TX-00000171,285.55,failed,2021-10-18,a518798ddab0d7baade77a85,5266,visa
172,30,TX-00000172,128.74,success,2023-10-20,684fdc053f186d85a08a0b35,5603,mastercard
173,192,TX-00000173,147.43,failed,2022-08-03,0ed99fec0be281501fd6599c,5312,visa
174,157,TX-00000174,332.69,failed,2023-11-25,51b67ef56e238d894503cbc1,6128,visa
175,112,TX-00000175,357.61,failed,2025-02-18,b365195205b4d3784a2304e6,9049,mastercard
176,196,TX-00000176,380.27,declined,2024-09-08,0f438b6979999bfca1c2e566,8208,visa
177,14,TX-00000177,79.62,success,2022-04-16,68765ed71fe7895a5d8fe50e,4000,visa
178,10,TX-00000178,190.75,success,2024-12-16,8712f6c89fb171cda76f82a3,8653,mastercard
179,112,TX-00000179,50.83,failed,2021-03-25,48b3f362324bdf0bd08361b7,8233,mastercard
180,92,TX-00000180,395.58,declined,2023-09-21,4d05a4c6216503def4ee831a,8499,mastercard
181,127,TX-00000181,49.43,declined,2021-10-31,9bbc06f47580d1630a52799b,3025,mastercard
182,90,TX-00000182,41.96,failed,2022-01-05,ecd09d241e7adf0e24ac1d73,3757,mastercard
183,192,TX-00000183,205.95,failed,2024-02-28,9ca8d29d0bf44997f5d35af8,4479,mastercard
184,150,TX-00000184,399.21,success,2023-12-14,4cd13c209a232ae7b340e2de,3958,visa
185,107,TX-00000185,368.56,success,2025-04-23,379da249f9f4ead76617d3ce,9161,mastercard
186,174,TX-00000186,42.25,failed,2021-02-23,1019b16da2055d4ed5dc8e8c,5657,mastercard
187,175,TX-00000187,392.63,success,2023-03-19,f9844027f8fcefccda369546,7120,visa
188,152,TX-00000188,372.01,success,2022-10-25,fe6b542b70ed3da829541d50,3519,mastercard
189,8,TX-00000189,37.02,declined,2024-09-12,9090fb0010f2a5456671777f,8861,mastercard
190,117,TX-00000190,253.2,failed,2024-05-01,7f07e700702b868b7c7fd33d,1095,mastercard
191,85,TX-00000191,388.06,declined,2024-06-28,d72091e0bc01cf0c4b1a9e11,8423,mastercard
192,84,TX-00000192,379.23,declined,2024-03-11,610230b07f51d637f108ab29,3118,visa
193,55,TX-00000193,346.0,declined,2022-08-03,99bbbe4b42004f00f449e542,6294,visa
194,205,TX-00000194,26.94,success,2024-01-26,da8ea199eed669db74207d78,7248,visa
195,24,TX-00000195,162.55,success,2022-05-07,7611777b4bd4c830b85ff8da,7535,mastercard
196,23,TX-00000196,13.1,success,2021-11-30,579a7864e002539e9f9e6091,7365,mastercard
197,200,TX-00000197,163.95,declined,2025-03-22,8337c10dab8c8ecdc0c69bd4,3525,mastercard
198,31,TX-00000198,122.93,failed,2025-02-16,baf78980a92fe352faf02ce1,6080,visa
199,232,TX-00000199,275.56,success,2023-01-06,4db453ffe9c10ea4e989e6ee,2574,visa
200,214,TX-00000200,150.15,success,2023-09-30,b1ff79df2c3b8cd18e1618ad,8298,visa
201,227,TX-00000201,158.3,failed,2024-02-28,376f5de490c2cd7924984f85,7931,mastercard
202,24,TX-00000202,303.81,failed,2024-06-11,be481adc2fbaa23b67791490,4053,mastercard
203,112,TX-00000203,254.12,success,2021-03-24,45d1ffec3292b80bdc99d3cb,9410,visa
204,88,TX-00000204,389.44,declined,2022-04-05,f6ced05add7579767b1e01ba,3540,visa
205,239,TX-00000205,200.65,declined,2024-08-18,6985ba1715132d36de821488,9596,visa
206,22,TX-00000206,119.83,failed,2021-06-12,b685f652299c94c910d94148,8825,mastercard
207,77,TX-00000207,63.7,success,2024-11-02,54003c31b34434c679891708,5921,mastercard
208,216,TX-00000208,103.22,failed,2022-08-29,574834dd2ae85d9b03079f2d,1781,mastercard
209,142,TX-00000209,35.23,success,2023-11-18,b8a887d0208569c0c14b7e5a,2763,mastercard
210,131,TX-00000210,172.84,success,2023-08-10,5ae688be99b638bfda6b1064,5151,mastercard
211,91,TX-00000211,105.67,success,2025-04-24,a74a0f4c83ad6545dac9efec,9248,visa
212,5,TX-00000212,50.0,declined,2023-08-06,9e5f8f7ce88bb84879fcd562,3941,mastercard
213,202,TX-00000213,76.97,failed,2021-04-03,96e904da1d0c9fda5d7f2426,2364,visa
214,107,TX-00000214,351.32,failed,2022-10-05,5bf2062470316b44719d79e9,8454,visa
215,194,TX-00000215,269.75,declined,2022-06-27,e0fc39e66f78380207f038fd,6592,visa
216,248,TX-00000216,367.65,success,2022-03-09,7261ac136b3c4f19014f3c77,4032,visa
217,21,TX-00000217,300.08,declined,2022-06-16,30f61dc5137f51f56ecf7995,2742,visa
218,112,TX-00000218,216.08,success,2023-03-20,eeeda52d7572c25bfc0445a3,2911,mastercard
219,4,TX-00000219,72.84,failed,2023-08-01,c22945db6d2235edf2eb3935,7637,mastercard
220,223,TX-00000220,264.8,declined,2024-05-17,277c96dec00c1a997d4b57af,8974,visa
221,78,TX-00000221,249.31,declined,2023-01-09,95ff0bd54bdfcb3f276304f2,7471,mastercard
222,206,TX-00000222,124.55,success,2021-10-04,713d1fe2a4230c191820f1d9,1227,mastercard
223,49,TX-00000223,49.21,success,2024-11-26,721f8cb68bed17f8480a1136,4083,mastercard
224,220,TX-00000224,15.59,failed,2024-08-21,9ababd733b41cf54275e0c03,3378,visa
225,167,TX-00000225,100.5,declined,2024-01-09,ea45c847975e2a8c91fac4df,4127,mastercard
226,23,TX-00000226,123.86,failed,2021-10-31,1191a04aaf55f4be8f01c42a,8765,mastercard
227,109,TX-00000227,13.62,success,2021-11-09,97b0e53b1468c0328f3fa449,8295,mastercard
228,247,TX-00000228,196.59,success,2023-07-10,f1306301848e908e897ec93b,4975,mastercard
229,52,TX-00000229,121.46,failed,2021-04-15,d5d5a8fbfb8d73350edd0bb7,6469,mastercard
230,3,TX-00000230,45.55,declined,2023-06-04,1a0b00af54fe92018fd14852,7810,visa
231,218,TX-00000231,200.8,declined,2024-05-05,f38975944daed06b92ed02c4,5764,visa
232,10,TX-00000232,197.56,failed,2023-11-18,c3fbdc72cb9fa25436360b77,8993,mastercard
233,60,TX-00000233,287.14,declined,2021-02-08,b3fdb0452cc06a202c3e4f2a,7914,visa
234,148,TX-00000234,129.76,success,2022-07-03,2061fe1e000bb7af58dc61e8,7834,visa
235,228,TX-00000235,191.97,failed,2024-06-29,cfed798d462ddc231f6e6f0b,6681,mastercard
236,115,TX-00000236,280.52,success,2021-11-27,16a0b72988c971c77a9714eb,5718,visa
237,186,TX-00000237,80.92,failed,2023-06-17,baa041a5e2d646005dc52b0a,4802,visa
238,130,TX-00000238,91.78,declined,2022-11-26,124aa005ca7bb5670a376209,8675,mastercard
239,34,TX-00000239,353.85,declined,2024-12-27,c1f543a954c48bf33850f1df,7395,mastercard
240,246,TX-00000240,169.66,declined,2024-08-29,71b831f983366fabffbb9916,6902,visa
241,204,TX-00000241,191.57,success,2024-06-27,093e9f4f346dd4fc3f0c37c3,4394,visa
242,73,TX-00000242,277.83,success,2024-09-28,ea066dd6c5c5f3b7a9240262,8911,mastercard
243,34,TX-00000243,73.45,success,2024-05-25,8bfe2082b1dd696c72c92ad1,9063,mastercard
244,26,TX-00000244,318.43,failed,2022-09-14,148ed3ba7e2d12b1cc738935,4845,mastercard
245,54,TX-00000245,224.95,success,2023-01-05,336e3929847d922aec8db57b,5273,mastercard
246,92,TX-00000246,272.39,success,2023-10-29,fe7f3852dcc38c819da0fe49,1523,mastercard
247,207,TX-00000247,30.15,failed,2021-08-22,c2752cf1d0e6d40fd6afee06,4714,visa
248,31,TX-00000248,226.98,failed,2022-06-13,d6133dde596b831f950ef4c4,6575,mastercard
249,201,TX-00000249,145.32,success,2025-04-27,7d617b70f79c7a9130f8272a,5382,visa
250,230,TX-00000250,64.72,declined,2023-11-22,5c196d5b7b55e1548c9f6d75,2706,visa
251,181,TX-00000251,24.92,failed,2023-07-26,22dc91253d4a657f3e544933,2817,mastercard
252,250,TX-00000252,46.83,declined,2024-06-02,fa682694a128ee8c452878aa,2669,mastercard
253,211,TX-00000253,227.18,declined,2021-08-04,37ca64f8462b789a048a3179,3736,visa
254,162,TX-00000254,51.63,success,2023-01-11,b628fbd121c7f6d99e994cca,3572,visa
255,187,TX-00000255,120.39,failed,2025-04-10,6385de12d032eb297f9d2313,9288,visa
256,128,TX-00000256,294.36,success,2021-11-12,4e0d7e488db6e7094a8df312,6959,mastercard
257,86,TX-00000257,328.57,success,2022-02-18,488ae5a0b65e3c8cbb301ede,8194,visa
258,249,TX-00000258,169.22,success,2022-05-18,c3fa188406097320e2f3b239,8760,visa
259,88,TX-00000259,118.27,success,2021-06-24,01bef54a4b999734bb4411da,5358,visa
260,96,TX-00000260,287.5,failed,2023-01-09,36938c7a2b2ed3c5561c06b0,5021,mastercard
261,39,TX-00000261,302.52,declined,2023-05-14,3602e1b7349c8387d318bcb0,4738,visa
262,36,TX-00000262,321.7,failed,2023-04-19,8f3a43fcf164c422d23496e5,8516,visa
263,244,TX-00000263,341.69,declined,2023-01-11,31db03421b5d501b6284921e,1487,mastercard
264,114,TX-00000264,62.51,success,2025-01-09,736da6743f728347879d4450,9476,visa
265,242,TX-00000265,32.48,failed,2022-10-07,c9f901daca8419da84d3c227,7580,visa
266,198,TX-00000266,69.91,success,2023-03-17,af9f141e9d1f77f450ec7128,1607,mastercard
267,170,TX-00000267,369.39,success,2024-03-22,93d057b5668cf6ca6a929d61,1947,mastercard
268,162,TX-00000268,392.12,declined,2023-12-01,a2e5716f710e01fa13022c4a,5845,mastercard
269,108,TX-00000269,163.79,declined,2024-12-06,1a8bab51b8546fe6dbfb7022,5986,visa
270,185,TX-00000270,298.37,failed,2021-01-17,8a9e34ae9fccb0d5b7f8b087,5583,mastercard
271,231,TX-00000271,213.48,success,2024-12-05,8dcef605bfbcdef663068115,7618,visa
272,115,TX-00000272,259.33,declined,2024-07-02,732cf8af9a8f8b93b8bca408,8244,visa
273,179,TX-00000273,141.37,declined,2023-04-09,eb7e1755a43eeab4cab7ac25,4232,visa
274,226,TX-00000274,124.1,success,2024-01-06,905baa77ed357f08e300c91a,6480,visa
275,100,TX-00000275,291.41,declined,2021-09-16,de21be46348f8d93746c52fb,9527,mastercard
276,139,TX-00000276,117.15,success,2023-11-14,8146a9732b239411c6bf9d38,6115,mastercard
277,134,TX-00000277,139.58,declined,2021-11-24,30e969e9ec10069ab26e279d,1383,mastercard
278,8,TX-00000278,356.68,declined,2024-04-28,2c8cead1e0757587719003a2,5238,visa
279,62,TX-00000279,333.73,failed,2025-01-27,983046d3bff8fe3e35e1de2c,7926,visa
280,130,TX-00000280,48.62,success,2023-02-03,80b58f4a6a7bc67bdfc2ac27,5255,mastercard
281,161,TX-00000281,205.46,success,2021-04-08,1c9791683f84a8094fe2440c,3043,mastercard
282,115,TX-00000282,122.69,declined,2021-01-11,531fc51fb850cd63553e27bf,8424,visa
283,87,TX-00000283,393.27,declined,2024-04-06,0117b6212b6a42ca09019f2c,9737,mastercard
284,217,TX-00000284,240.24,failed,2022-09-05,ed7e0acdee82c72089bc2bd7,5661,mastercard
285,171,TX-00000285,314.99,declined,2024-03-19,e1650d339d48ef2a2d5fd62e,3293,mastercard
286,183,TX-00000286,154.18,declined,2022-05-23,a9ac519255079cac5a2a482a,2724,visa
287,84,TX-00000287,209.0,success,2025-05-14,14ba7320602e3b16dbe34e57,6919,mastercard
